School,Year,Round
southern-mississippi,2012.0,3.0
alabama-birmingham,2021.0,4.0
alabama-birmingham,2015.0,5.0
alabama-birmingham,2015.0,6.0
alabama-birmingham,2012.0,6.0
utep,2018.0,2.0
utep,2017.0,5.0
utsa,2018.0,1.0
utsa,2016.0,6.0
western-kentucky,2018.0,4.0
western-kentucky,2018.0,5.0
western-kentucky,2017.0,2.0
western-kentucky,2017.0,3.0
western-kentucky,2016.0,4.0
western-kentucky,2016.0,7.0
western-kentucky,2016.0,7.0
western-kentucky,2014.0,6.0
western-kentucky,2014.0,7.0
western-kentucky,2013.0,5.0
byu,2021.0,1.0
byu,2021.0,3.0
byu,2021.0,7.0
byu,2021.0,7.0
byu,2021.0,7.0
byu,2019.0,3.0
byu,2018.0,3.0
byu,2017.0,4.0
byu,2016.0,3.0
byu,2014.0,2.0
byu,2013.0,1.0
uconn,2020.0,3.0
uconn,2018.0,6.0
uconn,2017.0,2.0
uconn,2015.0,1.0
uconn,2015.0,6.0
uconn,2014.0,7.0
uconn,2014.0,7.0
uconn,2013.0,3.0
uconn,2013.0,3.0
uconn,2013.0,3.0
uconn,2013.0,4.0
uconn,2013.0,6.0
uconn,2012.0,2.0
liberty,2020.0,4.0
liberty,2014.0,4.0
new-mexico-state,2020.0,5.0
new-mexico-state,2018.0,4.0
new-mexico-state,2013.0,7.0
new-mexico-state,2012.0,6.0
notre-dame,2021.0,2.0
notre-dame,2021.0,2.0
notre-dame,2021.0,2.0
notre-dame,2021.0,3.0
notre-dame,2021.0,3.0
notre-dame,2021.0,4.0
notre-dame,2021.0,5.0
notre-dame,2021.0,5.0
notre-dame,2021.0,7.0
notre-dame,2020.0,2.0
notre-dame,2020.0,2.0
notre-dame,2020.0,3.0
notre-dame,2020.0,4.0
notre-dame,2020.0,5.0
notre-dame,2020.0,6.0
notre-dame,2019.0,1.0
notre-dame,2019.0,3.0
notre-dame,2019.0,4.0
notre-dame,2019.0,4.0
notre-dame,2019.0,6.0
notre-dame,2019.0,7.0
notre-dame,2018.0,1.0
notre-dame,2018.0,1.0
notre-dame,2018.0,4.0
notre-dame,2018.0,6.0
notre-dame,2017.0,2.0
notre-dame,2017.0,7.0
notre-dame,2016.0,1.0
notre-dame,2016.0,1.0
notre-dame,2016.0,2.0
notre-dame,2016.0,2.0
notre-dame,2016.0,3.0
notre-dame,2016.0,3.0
notre-dame,2016.0,4.0
notre-dame,2015.0,7.0
notre-dame,2014.0,1.0
notre-dame,2014.0,2.0
notre-dame,2014.0,2.0
notre-dame,2014.0,3.0
notre-dame,2014.0,3.0
notre-dame,2014.0,4.0
notre-dame,2014.0,6.0
notre-dame,2014.0,6.0
notre-dame,2013.0,1.0
notre-dame,2013.0,2.0
notre-dame,2013.0,6.0
notre-dame,2013.0,6.0
notre-dame,2013.0,6.0
notre-dame,2013.0,7.0
notre-dame,2012.0,1.0
notre-dame,2012.0,1.0
notre-dame,2012.0,5.0
notre-dame,2012.0,5.0
massachusetts,2021.0,7.0
massachusetts,2020.0,6.0
massachusetts,2019.0,2.0
massachusetts,2016.0,5.0
massachusetts,2014.0,7.0
massachusetts,2013.0,7.0
akron,2019.0,6.0
akron,2016.0,5.0
ball-state,2020.0,5.0
ball-state,2014.0,5.0
ball-state,2014.0,6.0
bowling-green,2019.0,6.0
bowling-green,2013.0,6.0
buffalo,2021.0,3.0
buffalo,2017.0,7.0
buffalo,2015.0,6.0
buffalo,2014.0,1.0
buffalo,2013.0,5.0
central-michigan,2019.0,2.0
central-michigan,2019.0,6.0
central-michigan,2018.0,5.0
central-michigan,2016.0,6.0
central-michigan,2015.0,6.0
central-michigan,2013.0,1.0
eastern-michigan,2019.0,4.0
eastern-michigan,2017.0,7.0
eastern-michigan,2016.0,6.0
kent-state,2014.0,3.0
kent-state,2013.0,3.0
miami-ohio,2021.0,5.0
miami-ohio,2020.0,7.0
miami-ohio,2015.0,2.0
miami-ohio,2013.0,7.0
miami-ohio,2012.0,3.0
northern-illinois,2019.0,2.0
northern-illinois,2019.0,6.0
northern-illinois,2017.0,3.0
northern-illinois,2015.0,7.0
northern-illinois,2014.0,1.0
northern-illinois,2014.0,7.0
northern-illinois,2012.0,7.0
ohio,2018.0,7.0
ohio,2017.0,3.0
ohio,2017.0,5.0
ohio,2014.0,7.0
ohio,2013.0,7.0
ohio,2012.0,6.0
toledo,2019.0,3.0
toledo,2019.0,6.0
toledo,2018.0,7.0
toledo,2017.0,3.0
toledo,2017.0,4.0
toledo,2017.0,7.0
western-michigan,2021.0,2.0
western-michigan,2021.0,5.0
western-michigan,2018.0,3.0
western-michigan,2018.0,5.0
western-michigan,2017.0,1.0
western-michigan,2017.0,2.0
western-michigan,2017.0,7.0
western-michigan,2016.0,4.0
western-michigan,2016.0,7.0
western-michigan,2012.0,7.0
western-michigan,2012.0,7.0
air-force,2019.0,7.0
boise-state,2021.0,4.0
boise-state,2021.0,5.0
boise-state,2020.0,2.0
boise-state,2020.0,5.0
boise-state,2020.0,5.0
boise-state,2019.0,3.0
boise-state,2018.0,1.0
boise-state,2018.0,6.0
boise-state,2017.0,5.0
boise-state,2017.0,6.0
boise-state,2016.0,2.0
boise-state,2016.0,3.0
boise-state,2016.0,3.0
boise-state,2015.0,5.0
boise-state,2014.0,2.0
boise-state,2014.0,6.0
boise-state,2014.0,7.0
boise-state,2013.0,2.0
boise-state,2012.0,1.0
boise-state,2012.0,1.0
boise-state,2012.0,3.0
boise-state,2012.0,5.0
boise-state,2012.0,6.0
boise-state,2012.0,7.0
colorado-state,2019.0,7.0
colorado-state,2018.0,3.0
colorado-state,2016.0,5.0
colorado-state,2016.0,6.0
colorado-state,2015.0,2.0
colorado-state,2015.0,3.0
colorado-state,2014.0,2.0
colorado-state,2014.0,3.0
fresno-state,2020.0,4.0
fresno-state,2020.0,6.0
fresno-state,2019.0,6.0
fresno-state,2015.0,5.0
fresno-state,2015.0,6.0
fresno-state,2015.0,6.0
fresno-state,2014.0,2.0
fresno-state,2014.0,2.0
fresno-state,2013.0,4.0
fresno-state,2012.0,4.0
hawaii,2020.0,7.0
hawaii,2019.0,2.0
hawaii,2019.0,7.0
hawaii,2012.0,7.0
nevada,2018.0,2.0
nevada,2014.0,2.0
nevada,2013.0,4.0
nevada,2013.0,6.0
nevada,2012.0,4.0
nevada,2012.0,5.0
nevada,2012.0,6.0
nevada,2012.0,7.0
new-mexico,2018.0,7.0
san-diego-state,2021.0,4.0
san-diego-state,2020.0,5.0
san-diego-state,2019.0,3.0
san-diego-state,2018.0,1.0
san-diego-state,2018.0,7.0
san-diego-state,2017.0,4.0
san-diego-state,2017.0,4.0
san-diego-state,2017.0,5.0
san-diego-state,2015.0,4.0
san-diego-state,2014.0,5.0
san-diego-state,2014.0,6.0
san-diego-state,2013.0,2.0
san-diego-state,2013.0,3.0
san-diego-state,2013.0,7.0
san-diego-state,2012.0,3.0
san-diego-state,2012.0,4.0
san-diego-state,2012.0,6.0
san-diego-state,2012.0,7.0
san-jose-state,2019.0,3.0
san-jose-state,2018.0,7.0
san-jose-state,2016.0,4.0
san-jose-state,2016.0,6.0
san-jose-state,2015.0,7.0
san-jose-state,2014.0,5.0
san-jose-state,2014.0,6.0
san-jose-state,2013.0,6.0
utah-state,2020.0,1.0
utah-state,2019.0,6.0
utah-state,2017.0,7.0
utah-state,2016.0,3.0
utah-state,2016.0,3.0
utah-state,2014.0,4.0
utah-state,2014.0,4.0
utah-state,2013.0,3.0
utah-state,2013.0,7.0
utah-state,2012.0,2.0
utah-state,2012.0,4.0
utah-state,2012.0,7.0
utah-state,2012.0,7.0
wyoming,2020.0,3.0
wyoming,2020.0,6.0
wyoming,2019.0,6.0
wyoming,2018.0,1.0
wyoming,2017.0,5.0
wyoming,2017.0,6.0
wyoming,2015.0,7.0
wyoming,2014.0,4.0
wyoming,2014.0,6.0
appalachian-state,2021.0,5.0
appalachian-state,2020.0,3.0
appalachian-state,2020.0,4.0
appalachian-state,2018.0,6.0
appalachian-state,2016.0,5.0
appalachian-state,2013.0,5.0
appalachian-state,2013.0,7.0
appalachian-state,2012.0,2.0
arkansas-state,2014.0,5.0
arkansas-state,2013.0,7.0
arkansas-state,2012.0,3.0
coastal-carolina,2021.0,6.0
coastal-carolina,2017.0,6.0
coastal-carolina,2014.0,4.0
coastal-carolina,2014.0,6.0
coastal-carolina,2012.0,5.0
georgia-southern,2020.0,5.0
georgia-southern,2020.0,6.0
georgia-southern,2017.0,5.0
georgia-southern,2016.0,5.0
georgia-southern,2014.0,3.0
georgia-southern,2014.0,7.0
georgia-southern,2013.0,3.0
georgia-state,2017.0,6.0
georgia-state,2014.0,7.0
georgia-state,2012.0,6.0
louisiana,2021.0,6.0
louisiana,2020.0,2.0
louisiana,2020.0,4.0
louisiana,2020.0,7.0
louisiana,2018.0,3.0
louisiana,2018.0,6.0
louisiana,2017.0,6.0
louisiana,2015.0,6.0
louisiana,2012.0,3.0
louisiana,2012.0,4.0
louisiana-monroe,2019.0,6.0
louisiana-monroe,2016.0,5.0
south-alabama,2021.0,7.0
south-alabama,2017.0,2.0
texas-state,2015.0,3.0
texas-state,2015.0,5.0
troy,2017.0,3.0
troy,2012.0,5.0
